,home with,business meeting with,gym/sport with,party with,outdoor with,school/office with,meetup with friends & family with,club or bar with,home without,business meeting without,gym/sport without,party without,outdoor without,school/office without,meetup with friends & family without,club or bar without
0,0.06666666666666665,0.39999999999999997,1.0,-0.39999999999999997,0.4666666666666666,0.0,-0.19999999999999998,-0.33333333333333337,1.0,-0.33333333333333337,0.19999999999999998,1.0,1.0,0.39999999999999997,0.6,0.9999999999999999
1,1.0,0.9999999999999999,-0.39999999999999997,0.39999999999999997,0.5238095238095238,0.19999999999999998,1.0,1.0,-0.3333333333333334,-0.6666666666666669,1.0,0.0,0.3333333333333334,0.6666666666666669,-0.6666666666666669,-0.39999999999999997
2,0.9999999999999999,1.0,1.0,1.0,1.0,-0.33333333333333337,0.33333333333333337,1.0,0.0,0.3333333333333334,-0.3333333333333334,-0.6,-0.3333333333333334,-0.33333333333333337,1.0,-1.0
3,-0.39999999999999997,0.9999999999999999,1.0,0.3333333333333333,-0.4666666666666666,1.0,0.9999999999999999,1.0,0.6666666666666669,-0.3333333333333334,0.6666666666666669,0.6666666666666669,0.7333333333333333,0.39999999999999997,-0.06666666666666665,-0.33333333333333337
4,-0.33333333333333337,0.6,0.9999999999999999,0.9999999999999999,1.0,-0.33333333333333337,0.39999999999999997,0.6,-0.3333333333333334,0.6666666666666669,1.0,-0.4666666666666666,0.19999999999999998,0.9999999999999999,-0.33333333333333337,0.7333333333333333
5,0.0,0.19999999999999998,1.0,0.3333333333333333,0.33333333333333337,1.0,0.7142857142857142,1.0,1.0,0.0,-0.39999999999999997,0.19999999999999998,1.0,-0.2,-0.6666666666666669,0.0
6,-0.33333333333333337,1.0,0.9999999999999999,1.0,0.0,1.0,0.0,-0.3333333333333334,0.6666666666666669,1.0,0.3333333333333334,0.9999999999999999,0.0,0.39999999999999997,1.0,-0.4666666666666666
7,0.9999999999999999,0.9999999999999998,0.6,-1.0,0.0,-0.19999999999999998,0.9999999999999999,0.3333333333333334,0.3333333333333333,1.0,-0.39999999999999997,0.0,0.7142857142857143,0.19999999999999998,0.39999999999999997,0.9999999999999999
8,0.0,1.0,0.0,0.9999999999999999,0.9999999999999999,0.06666666666666665,0.6666666666666669,0.33333333333333337,0.19999999999999998,-0.33333333333333337,0.6,-0.4666666666666666,-1.0,0.7999999999999999,1.0,1.0
9,0.0,0.0,0.0,0.9999999999999999,1.0,1.0,1.0,0.6,0.4666666666666666,1.0,0.7999999999999999,-0.3333333333333334,0.0,-0.7999999999999999,0.3333333333333333,0.6666666666666669
10,0.39999999999999997,1.0,1.0,1.0,0.33333333333333337,1.0,1.0,0.3333333333333334,0.06666666666666665,0.7999999999999999,1.0,0.39999999999999997,0.4666666666666666,0.6,-0.6666666666666669,0.3333333333333334
11,0.39999999999999997,-0.33333333333333337,1.0,1.0,-0.04761904761904762,1.0,1.0,1.0,0.39999999999999997,-0.33333333333333337,0.2,-0.6,0.7999999999999999,1.0,-0.3333333333333334,0.0
12,1.0,0.0,1.0,0.3333333333333334,0.19999999999999998,1.0,0.9999999999999999,0.0,0.3333333333333334,-0.33333333333333337,-0.33333333333333337,1.0,-0.2,0.7999999999999999,-1.0,0.6666666666666669
13,1.0,1.0,1.0,1.0,0.6666666666666669,0.8571428571428571,1.0,0.0,0.6666666666666669,-0.3333333333333334,0.6666666666666669,0.6,0.0,0.3333333333333334,-0.3333333333333334,-0.6666666666666669
14,0.9999999999999999,0.0,1.0,0.0,-0.3333333333333334,0.6666666666666669,1.0,-0.3333333333333334,-0.6666666666666669,0.6,-0.6666666666666669,0.7999999999999999,0.0,1.0,0.6666666666666669,0.6666666666666669
15,0.3333333333333334,1.0,0.9999999999999998,1.0,1.0,1.0,-0.39999999999999997,0.9999999999999999,0.39999999999999997,0.6666666666666669,-0.33333333333333337,-0.19999999999999998,-0.6,-1.0,,-0.3333333333333334
16,-0.3333333333333334,0.0,0.9999999999999999,0.3333333333333334,0.33333333333333337,1.0,0.8666666666666666,0.0,0.7999999999999999,0.33333333333333337,0.6,-0.19999999999999998,0.9999999999999999,0.3333333333333334,,0.4666666666666666
17,0.0,1.0,0.9999999999999999,0.4666666666666666,0.3333333333333334,-0.6666666666666669,0.9999999999999999,1.0,0.19999999999999998,0.6666666666666669,-0.3333333333333334,0.19999999999999998,-0.6,-1.0,,0.33333333333333337
18,-0.3333333333333333,1.0,0.9999999999999999,0.6666666666666669,0.9999999999999999,0.9999999999999999,,-0.3333333333333334,0.0,1.0,-1.0,0.19999999999999998,0.39999999999999997,0.19999999999999998,,-1.0
19,1.0,1.0,0.2,1.0,0.33333333333333337,0.7999999999999999,,1.0,1.0,0.6,0.3333333333333334,0.19999999999999998,1.0,-0.5238095238095238,,0.0
20,0.9999999999999999,0.39999999999999997,0.3333333333333334,1.0,1.0,1.0,,-0.6666666666666669,-0.3333333333333334,0.14285714285714285,0.33333333333333337,1.0,-0.33333333333333337,0.5238095238095238,,0.4666666666666666
21,0.9999999999999999,0.0,1.0,0.9999999999999999,0.6,0.6666666666666669,,0.3333333333333334,-0.33333333333333337,0.39999999999999997,0.6666666666666669,1.0,0.9999999999999999,0.3333333333333334,,0.6666666666666669
22,-0.6,1.0,1.0,-0.6,0.3333333333333334,1.0,,0.3333333333333334,0.0,0.33333333333333337,0.19999999999999998,0.33333333333333337,-0.19999999999999998,0.0,,
23,0.3333333333333334,0.9999999999999998,1.0,-1.0,0.3333333333333334,1.0,,1.0,0.6666666666666669,1.0,0.0,0.0,0.3333333333333334,,,
24,1.0,0.6666666666666669,0.2,0.7999999999999999,1.0,0.3333333333333334,,1.0,0.19999999999999998,1.0,0.33333333333333337,0.3333333333333334,1.0,,,
25,0.0,0.0,0.19999999999999998,1.0,0.3333333333333334,1.0,,0.9999999999999999,1.0,0.6666666666666669,0.6666666666666669,1.0,1.0,,,
26,-0.6666666666666669,1.0,0.6666666666666669,0.39999999999999997,0.33333333333333337,,,1.0,1.0,1.0,,-1.0,0.33333333333333337,,,
27,0.6666666666666669,0.6,-0.39999999999999997,-0.4999999999999999,0.9999999999999999,,,0.9999999999999999,0.0,0.3333333333333334,,-0.2,0.39999999999999997,,,
28,1.0,0.9999999999999999,-0.6666666666666669,1.0,0.2,,,1.0,0.14285714285714288,0.3333333333333334,,-0.6666666666666669,0.6666666666666669,,,
29,0.9999999999999999,0.0,0.2,1.0,1.0,,,0.4666666666666666,0.4666666666666666,0.2016806722689076,,0.6666666666666669,0.6666666666666669,,,
30,0.3333333333333333,0.7999999999999999,0.0,-0.19999999999999998,0.6666666666666669,,,0.9999999999999999,-0.33333333333333337,0.7333333333333333,,0.0,0.0,,,
31,0.6,1.0,,1.0,1.0,,,0.6,0.3333333333333334,0.9999999999999999,,1.0,-1.0,,,
32,1.0,1.0,,0.6,0.6,,,1.0,-0.3333333333333334,-0.06666666666666665,,0.06666666666666665,0.6666666666666669,,,
33,0.9999999999999999,1.0,,-0.7333333333333333,1.0,,,,0.3333333333333334,-0.3333333333333334,,-0.06666666666666665,0.9999999999999998,,,
34,0.8666666666666666,0.6666666666666669,,1.0,1.0,,,,-0.3333333333333334,-1.0,,0.39999999999999997,-0.06666666666666665,,,
35,1.0,-0.33333333333333337,,1.0,1.0,,,,0.3333333333333334,0.3333333333333334,,-1.0,0.3571428571428571,,,
36,-0.3333333333333334,0.14285714285714285,,,1.0,,,,0.33333333333333337,0.6666666666666669,,-0.3333333333333334,0.21428571428571427,,,
37,-0.3333333333333334,-0.39999999999999997,,,1.0,,,,1.0,-0.19999999999999998,,0.0,0.6,,,
38,0.9999999999999999,-0.19999999999999998,,,0.9999999999999999,,,,0.06666666666666665,-0.3333333333333334,,-0.3333333333333334,0.7999999999999999,,,
39,0.9999999999999999,1.0,,,1.0,,,,1.0,0.3333333333333334,,-1.0,0.3333333333333334,,,
40,1.0,0.9999999999999999,,,0.3333333333333334,,,,0.06666666666666665,0.0,,-0.19999999999999998,0.0,,,
41,1.0,0.2,,,-0.19999999999999998,,,,-0.6,1.0,,1.0,1.0,,,
42,1.0,0.8095238095238096,,,0.9999999999999999,,,,-0.6666666666666669,-0.6,,0.3333333333333334,-0.3333333333333334,,,
43,0.0,,,,1.0,,,,-1.0,0.6,,-0.3333333333333334,-0.19999999999999998,,,
44,-0.19999999999999998,,,,0.19999999999999998,,,,0.3333333333333334,,,0.3333333333333334,0.3333333333333334,,,
45,0.39999999999999997,,,,0.04761904761904762,,,,0.3333333333333334,,,-0.6,-0.6666666666666669,,,
46,0.6666666666666669,,,,-0.3333333333333334,,,,0.6666666666666669,,,0.33333333333333337,-1.0,,,
47,1.0,,,,0.0,,,,-0.3333333333333334,,,-1.0,-0.3333333333333334,,,
48,-0.2,,,,1.0,,,,-0.19999999999999998,,,,0.0,,,
49,0.5238095238095238,,,,,,,,1.0,,,,1.0,,,
50,1.0,,,,,,,,-0.33333333333333337,,,,-0.3333333333333334,,,
51,1.0,,,,,,,,0.3333333333333334,,,,-0.6666666666666669,,,
52,,,,,,,,,0.0,,,,,,,
53,,,,,,,,,0.33333333333333337,,,,,,,
54,,,,,,,,,0.39999999999999997,,,,,,,
55,,,,,,,,,0.6666666666666669,,,,,,,
