,home with,business meeting with,gym/sport with,party with,outdoor with,school/office with,meetup with friends & family with,club or bar with,home without,business meeting without,gym/sport without,party without,outdoor without,school/office without,meetup with friends & family without,club or bar without
0,-0.028571428571428574,0.6,1.0,-0.6,0.4285714285714286,0.19999999999999998,-0.19999999999999998,-0.5,1.0,-0.5,0.49999999999999994,1.0,1.0,0.6,0.6571428571428573,1.0
1,1.0,1.0,-0.39999999999999997,0.49999999999999994,0.7500000000000002,0.19999999999999998,1.0,1.0,-0.39999999999999997,-0.7999999999999999,1.0,0.19999999999999998,0.39999999999999997,0.7999999999999999,-0.7999999999999999,-0.39999999999999997
2,0.9999999999999999,1.0,1.0,1.0,1.0,-0.5,0.5,1.0,0.0,0.39999999999999997,-0.39999999999999997,-0.7,-0.39999999999999997,-0.5,1.0,-1.0
3,-0.49999999999999994,0.9999999999999999,1.0,0.48571428571428577,-0.6,1.0,0.9999999999999999,1.0,0.7999999999999999,-0.39999999999999997,0.7999999999999999,0.7999999999999999,0.8285714285714287,0.6,-0.08571428571428573,-0.5
4,-0.5,0.7,0.9999999999999999,1.0,1.0,-0.5,0.6,0.7142857142857143,-0.39999999999999997,0.7999999999999999,1.0,-0.7142857142857143,0.3,0.9999999999999999,-0.5,0.8857142857142858
5,0.19999999999999998,0.3,1.0,0.5428571428571429,0.5,1.0,0.8333333333333335,1.0,1.0,0.19999999999999998,-0.6,0.3,1.0,-0.2,-0.7999999999999999,-0.19999999999999998
6,-0.5,1.0,1.0,1.0,0.0,1.0,-0.19999999999999998,-0.6000000000000001,0.7999999999999999,1.0,0.39999999999999997,0.9999999999999999,0.19999999999999998,0.6,1.0,-0.6
7,1.0,1.0,0.7,-1.0,-0.09999999999999999,-0.3,0.9999999999999999,0.39999999999999997,0.41666666666666663,1.0,-0.6,0.0,0.8571428571428573,0.49999999999999994,0.39999999999999997,0.9999999999999999
8,0.19999999999999998,1.0,0.19999999999999998,1.0,0.9999999999999999,0.2,0.7999999999999999,0.5,0.3,-0.28571428571428575,0.7,-0.6571428571428573,-1.0,0.8999999999999998,1.0,1.0
9,-0.09999999999999999,0.19999999999999998,-0.19999999999999998,1.0,1.0,1.0,1.0,0.7999999999999999,0.5428571428571429,1.0,0.8999999999999998,-0.39999999999999997,0.09999999999999999,-0.8999999999999998,0.5428571428571429,0.7999999999999999
10,0.49999999999999994,1.0,1.0,1.0,0.5,1.0,1.0,0.39999999999999997,0.08571428571428573,0.8999999999999998,1.0,0.49999999999999994,0.6,0.7,-0.7999999999999999,0.39999999999999997
11,0.6,-0.5,1.0,1.0,-0.10714285714285716,1.0,1.0,1.0,0.39999999999999997,-0.5,0.14285714285714288,-0.7714285714285715,0.8999999999999998,1.0,-0.39999999999999997,0.19999999999999998
12,1.0,0.0,1.0,0.39999999999999997,0.3,1.0,0.9999999999999999,-0.19999999999999998,0.39999999999999997,-0.5,-0.5,1.0,-0.3142857142857143,0.8999999999999998,-1.0,0.7999999999999999
13,1.0,1.0,1.0,1.0,0.7999999999999999,0.9285714285714287,1.0,-0.19999999999999998,0.7999999999999999,-0.39999999999999997,0.7999999999999999,0.6571428571428573,-0.19999999999999998,0.39999999999999997,-0.39999999999999997,-0.7999999999999999
14,1.0,0.0,1.0,0.09999999999999999,-0.39999999999999997,0.7999999999999999,1.0,-0.39999999999999997,-0.7999999999999999,0.7,-0.7999999999999999,0.8999999999999998,-0.09999999999999999,1.0,0.7999999999999999,0.7999999999999999
15,0.39999999999999997,1.0,1.0,1.0,1.0,1.0,-0.6,0.9999999999999999,0.6,0.7999999999999999,-0.3571428571428572,0.0,-0.7999999999999999,-1.0,,-0.39999999999999997
16,-0.39999999999999997,0.19999999999999998,0.9999999999999999,0.39999999999999997,0.5,1.0,0.942857142857143,0.19999999999999998,0.8999999999999998,0.5,0.7999999999999999,-0.3,0.9999999999999999,0.39999999999999997,,0.6
